"";"Nrpk";"Year";"Date";"Releve_area";"Polig_nr";"Manag_impact";"Nr_4digitcode";"Approach";"Uniq_no";"Uniq_Rprog";"Unipntno";"Eksp_spp";"Eksp_group";"Mont_pnt";"Eksp_str";"Address";"Rel_type";"Status";"Usage";"Ul_mown";"Ul_graz";"Ul_aftmh";"Ul_strgraz";"Exp_opin";"Statuslet";"Luordap";"Shr_score";"Litt_score";"Sur_score";"Mos_score";"Exp_score";"Swrd_score";"Pastr_scor";"Imp_score";"Str_score";"Spp_scortotal";"Spp_score50";"Totl_score";"Gr_qualit_exp";"Aegoppod";"Alopepra";"Anthrsyl";"Calamepi";"Cirsiarv";"Chaeraro";"Dactyglo";"Elytrrep";"Filipulm";"Heracsos";"Loliuper";"Lupinpol";"Ranunrep";"Solidcan";"Taraxoff";"Trifohyb";"Trifomed";"Agrimonia.eupatoria";"Alchemilla.vulgaris";"Briza.media";"Campanula.spp.";"Carex.panicea";"Carlina.vulgaris";"Centaurea.spp.";"Cirsium.heterophyllum";"Cirsium.oleraceum";"Dactylorhiza.spp.";"Dianthus.deltoides";"Fragaria.spp.";"Galium.boreale";"Galium.spp.";"Galium.verum";"Geranium.spp.";"Geum.spp.";"Hypericum.spp.";"Inula.salicina";"Knautia.arvensis";"Lathyrus.spp...Lotus.spp.";"Leontodon.hispidus.danubialis";"Leucanthemum.vulgare";"Listera.ovata";"Lychnis.flos.cuculi";"Lythrum.salicaria";"Medicago.lupulina";"Melampyrum.spp.";"Pilosella..Hieracium.species";"Pimpinella.saxifraga";"Plantago.media";"Platanthera.spp.";"Polygala.spp.";"Potentilla.argentea";"Potentilla.erecta";"Primula.veris";"Rhinanthus.spp.";"Scirpus.sylvaticus";"Sedum.acre";"Solidago.virgaurea";"Succisa.pratensis";"Thalictrum.spp.";"Thymus.spp.";"Tragopogon.pratensis";"Trifolium.dzelteniem.z.";"Trifolium.montanum";"Trollius.europaeus";"Valeriana.officinalis";"Veronica.longifolia";"Viscaria.vulgaris";"spp_richness_subplot";"avg_spp_richness_10subplots"
"823";5143;2024;20240625;"12.6";"7130_k";"no";7130;"kontr";"24_7130_k_b";"24_7130_k";"24_7130_k_b_2";"F_Bernert";"interni";2;"V_Verpeja";"Skaidrite_Daube_kontr";"basic_ZP";"Control";"meadow";"no";"no";"no";"na";"exp_average";"k";"LU";0;0;0;-5;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";1;1;0;2;1;0;3;0;1;0;0;0;0;0;2;0;2;0;2;0;0;0;"0";1;0;0;0;0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4,9
"824";5144;2024;20240625;"12.6";"7130_k";"no";7130;"kontr";"24_7130_k_b";"24_7130_k";"24_7130_k_b_3";"F_Bernert";"interni";3;"V_Verpeja";"Skaidrite_Daube_kontr";"basic_ZP";"Control";"meadow";"no";"no";"no";"na";"exp_average";"k";"LU";0;0;0;-5;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";1;1;0;2;1;0;3;0;1;0;0;0;0;0;2;0;2;0;2;0;1;0;"0";0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4,9
"825";5145;2024;20240625;"12.6";"7130_k";"no";7130;"kontr";"24_7130_k_b";"24_7130_k";"24_7130_k_b_4";"F_Bernert";"interni";4;"V_Verpeja";"Skaidrite_Daube_kontr";"basic_ZP";"Control";"meadow";"no";"no";"no";"na";"exp_average";"k";"LU";0;0;0;-5;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";1;1;0;2;1;0;3;0;1;0;0;0;0;0;2;0;2;0;1;1;0;0;"0";0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4,9
"826";5146;2024;20240625;"12.6";"7130_k";"no";7130;"kontr";"24_7130_k_b";"24_7130_k";"24_7130_k_b_5";"F_Bernert";"interni";5;"V_Verpeja";"Skaidrite_Daube_kontr";"basic_ZP";"Control";"meadow";"no";"no";"no";"na";"exp_average";"k";"LU";0;0;0;-5;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";1;1;0;2;1;0;3;0;1;0;0;0;0;0;2;0;2;0;2;0;0;0;"0";0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4,9
"827";5147;2024;20240625;"12.6";"7130_k";"no";7130;"kontr";"24_7130_k_b";"24_7130_k";"24_7130_k_b_6";"F_Bernert";"interni";6;"V_Verpeja";"Skaidrite_Daube_kontr";"basic_ZP";"Control";"meadow";"no";"no";"no";"na";"exp_average";"k";"LU";0;0;0;-5;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";1;1;0;2;1;0;3;0;1;0;0;0;0;0;2;0;2;0;3;0;1;0;"0";0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4,9
"828";5148;2024;20240625;"12.6";"7130_k";"no";7130;"kontr";"24_7130_k_b";"24_7130_k";"24_7130_k_b_7";"F_Bernert";"interni";7;"V_Verpeja";"Skaidrite_Daube_kontr";"basic_ZP";"Control";"meadow";"no";"no";"no";"na";"exp_average";"k";"LU";0;0;0;-5;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";1;1;0;2;1;0;3;0;1;0;0;0;0;0;2;0;2;0;3;0;1;0;"0";0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4,9
"829";5149;2024;20240625;"12.6";"7130_k";"no";7130;"kontr";"24_7130_k_b";"24_7130_k";"24_7130_k_b_8";"F_Bernert";"interni";8;"V_Verpeja";"Skaidrite_Daube_kontr";"basic_ZP";"Control";"meadow";"no";"no";"no";"na";"exp_average";"k";"LU";0;0;0;-5;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";1;1;0;2;1;0;3;0;1;0;0;0;0;0;2;0;2;0;2;0;1;0;"0";0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4,9
"830";5150;2024;20240625;"12.6";"7130_k";"no";7130;"kontr";"24_7130_k_b";"24_7130_k";"24_7130_k_b_9";"F_Bernert";"interni";9;"V_Verpeja";"Skaidrite_Daube_kontr";"basic_ZP";"Control";"meadow";"no";"no";"no";"na";"exp_average";"k";"LU";0;0;0;-5;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";1;1;0;2;1;0;3;0;1;0;0;0;0;0;2;0;2;0;2;0;1;0;"0";0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4,9
"831";1991;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_1";"V_Verpeja";"Verpeja";1;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;1;0;1;0;"0";1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;5
"832";1992;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_10";"V_Verpeja";"Verpeja";10;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;"0";1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5
"833";1993;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_2";"V_Verpeja";"Verpeja";2;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;0;0;1;0;"0";0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
"834";1994;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_3";"V_Verpeja";"Verpeja";3;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;2;0;0;0;"0";1;0;0;0;0;0;0;2;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5
"835";1995;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_4";"V_Verpeja";"Verpeja";4;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;2;0;1;0;"0";1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5
"836";1996;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_5";"V_Verpeja";"Verpeja";5;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;2;0;1;0;"0";0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
"837";1997;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_6";"V_Verpeja";"Verpeja";6;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;1;0;0;0;"0";1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
"838";1998;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_7";"V_Verpeja";"Verpeja";7;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;1;0;0;0;"0";1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
"839";1999;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_8";"V_Verpeja";"Verpeja";8;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;0;0;0;0;"0";1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
"840";2000;2023;20230728;"12.6";"6974_k1";"no";6974;"kontr";"23_6974_k1_b";"23_6974_k1";"23_6974_k1_b_9";"V_Verpeja";"Verpeja";9;"V_Verpeja";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"25";"25";"10";"very_bad";2;0;0;0;1;0;3;0;0;0;0;0;2;0;2;2;0;0;2;0;0;0;"0";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5
"841";581;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_1";"S_Rusina";"Rusina";1;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,8
"842";582;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_10";"S_Rusina";"Rusina";10;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;2;0;0;0;"1";0;0;0;0;0;0;0;2;0;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3,8
"843";583;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_2";"S_Rusina";"Rusina";2;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,8
"844";584;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_3";"S_Rusina";"Rusina";3;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;1;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3,8
"845";585;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_4";"S_Rusina";"Rusina";4;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,8
"846";586;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_5";"S_Rusina";"Rusina";5;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;1;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3,8
"847";587;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_6";"S_Rusina";"Rusina";6;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;2;0;0;0;"0";0;0;0;0;0;0;0;2;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3,8
"848";588;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_7";"S_Rusina";"Rusina";7;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;2;0;0;0;"0";0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3,8
"849";589;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_8";"S_Rusina";"Rusina";8;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;2;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3,8
"850";590;2023;20230630;"12.6";"6558_k1";"no";6558;"kontr";"23_6558_k1_b";"23_6558_k1";"23_6558_k1_b_9";"S_Rusina";"Rusina";9;"S_Rusina";"Ieva_Langrate_kontr";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;-10;0;0;0;"-5";"na";0;-10;"20.5";"20.5";"10.5";"very_bad";3;0;2;2;2;0;2;1;1;0;0;0;1;1;2;0;0;0;2;1;0;0;"0";0;0;0;0;0;0;0;1;0;0;2;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3,8
"851";1691;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_1";"S_Rusina";"Rusina";1;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;"0";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4
"852";1692;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_10";"S_Rusina";"Rusina";10;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;"0";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4
"853";1693;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_2";"S_Rusina";"Rusina";2;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;"0";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;6;4
"854";1694;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_3";"S_Rusina";"Rusina";3;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4
"855";1695;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_4";"S_Rusina";"Rusina";4;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;"0";0;0;0;0;0;0;2;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4
"856";1696;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_5";"S_Rusina";"Rusina";5;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
"857";1697;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_6";"S_Rusina";"Rusina";6;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4
"858";1698;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_7";"S_Rusina";"Rusina";7;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;0;1;0;0;0;"0";2;0;0;0;0;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;4
"859";1699;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_8";"S_Rusina";"Rusina";8;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;0;1;0;0;0;"0";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
"860";1700;2023;20230620;"12.6";"6917_k2";"no";6917;"kontr";"23_6917_k2_b";"23_6917_k2";"23_6917_k2_b_9";"S_Rusina";"Rusina";9;"S_Rusina";"Andris_Petersons";"basic_ZP";"Control";"meadow";"na";"na";"no";"no";"na";"s";"LU";5;0;-15;-15;10;"0";"na";0;-15;"25.5";"25.5";"10.5";"very_bad";0;2;0;0;1;0;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
"861";4601;2024;20240605;"12.6";"6974_k1";"no";6974;"kontr";"24_6974_k1_b";"24_6974_k1";"24_6974_k1_b_1";"M_Raemakers";"interni";1;"M_Udre";"Priezukalns_ZS_kontr";"basic_ZP";"Control";"meadow";"no";"no";"no";"na";"exp_bad";"s";"LU";0;0;-5;0;-10;"0";"na";0;-15;"26";"26";"11";"very_bad";2;0;2;1;1;0;3;0;0;0;0;0;2;0;2;1;1;0;1;0;1;0;"0";2;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5,2
