"Nrpk";"Year";"Date";"Polig_nr";"Nr_4digitcode";"Approach";"Uniq_no";"Uniq_Rprog";"Unipntno";"Eksp_spp";"Exp_gr";"Mont_pnt";"Address";"Rel_type";"Status";"Usage";"Ul_mown";"Ul_graz";"Ul_aftmh";"Exp_opin";"Statuslet";"Luordap";"Transect_segment";"Transect_length";"Tr_length_m";"Str_score";"Spp_scortotal";"Spp_score50";"Totl_score";"Gr_qualit_exp";"Gr_qualit_farmer";"No_sp_plot";"aeup";"avul";"bmed";"camp";"cpan";"cvul";"cent";"chet";"cole";"dact";"ddel";"frag";"gbor";"gali";"gver";"gera";"geum";"hype";"isal";"karv";"lath";"lhis";"lvul";"lova";"lfos";"lsal";"mlup";"mela";"pilo";"psax";"pmed";"plat";"poly";"parg";"pere";"pver";"rhin";"ssyl";"sacr";"svir";"spra";"thal";"thym";"tpra";"trif";"tmon";"teur";"voff";"vlon";"vvul";"cumul_spno";"pairs"
731;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_1";"J_Saulitis";"exp1";1;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"1"
732;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_10";"J_Saulitis";"exp1";10;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"1"
733;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_2";"J_Saulitis";"exp1";2;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"1"
734;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_3";"J_Saulitis";"exp1";3;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"1"
735;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_4";"J_Saulitis";"exp1";4;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"1"
736;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_5";"J_Saulitis";"exp1";5;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"1"
737;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_6";"J_Saulitis";"exp1";6;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"1"
738;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_7";"J_Saulitis";"exp1";7;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;10;"1"
739;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_8";"J_Saulitis";"exp1";8;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"1"
740;2023;20230610;"6667_2";6667;"rez";"23_6667_2_b";"23_6667_2";"23_6667_2_b_9";"J_Saulitis";"exp1";9;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"34";"302.4450073";"302";40;"20.5";"20.5";"60.5";"good";"na";5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"1"
741;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_1";"J_Saulitis";"exp1";1;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
742;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_10";"J_Saulitis";"exp1";10;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
743;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_2";"J_Saulitis";"exp1";2;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
744;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_3";"J_Saulitis";"exp1";3;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
745;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_4";"J_Saulitis";"exp1";4;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
746;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_5";"J_Saulitis";"exp1";5;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
747;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_6";"J_Saulitis";"exp1";6;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";7;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
748;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_7";"J_Saulitis";"exp1";7;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
749;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_8";"J_Saulitis";"exp1";8;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
750;2023;20230610;"6667_3";6667;"rez";"23_6667_3_b";"23_6667_3";"23_6667_3_b_9";"J_Saulitis";"exp1";9;"Agija_Urtane";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"43";"384.3039856";"384";50;"18.5";"18.5";"68.5";"good";"na";4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
101;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
102;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_10";"J_Saulitis";"exp1";10;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";5;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;"1"
103;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_2";"J_Saulitis";"exp1";2;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;9;"1"
104;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_3";"J_Saulitis";"exp1";3;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
105;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_4";"J_Saulitis";"exp1";4;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;9;"1"
106;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_5";"J_Saulitis";"exp1";5;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";5;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;9;"1"
107;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_6";"J_Saulitis";"exp1";6;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;9;"1"
108;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_7";"J_Saulitis";"exp1";7;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;"1"
109;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_8";"J_Saulitis";"exp1";8;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"1"
110;2023;20230627;"6407_4";6407;"rez";"23_6407_4_b";"23_6407_4";"23_6407_4_b_9";"J_Saulitis";"exp1";9;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"53";"473.5920105";"474";-15;"16";"16";"1";"very_bad";"na";5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;"1"
111;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"1"
112;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_10";"J_Saulitis";"exp1";10;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;"1"
113;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_2";"J_Saulitis";"exp1";2;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"1"
114;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_3";"J_Saulitis";"exp1";3;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"1"
115;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_4";"J_Saulitis";"exp1";4;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"1"
116;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_5";"J_Saulitis";"exp1";5;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;"1"
117;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_6";"J_Saulitis";"exp1";6;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;"1"
118;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_7";"J_Saulitis";"exp1";7;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"1"
119;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_8";"J_Saulitis";"exp1";8;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;"1"
120;2023;20230627;"6407_5";6407;"rez";"23_6407_5_b";"23_6407_5";"23_6407_5_b_9";"J_Saulitis";"exp1";9;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"73";"654.4860229";"654";-20;"13.5";"13.5";"-6.5";"very_bad";"na";4;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"1"
121;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;"1"
122;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_10";"J_Saulitis";"exp1";10;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
123;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_2";"J_Saulitis";"exp1";2;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;"1"
124;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_3";"J_Saulitis";"exp1";3;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";12;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;15;"1"
125;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_4";"J_Saulitis";"exp1";4;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;"1"
126;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_5";"J_Saulitis";"exp1";5;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;"1"
127;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_6";"J_Saulitis";"exp1";6;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
128;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_7";"J_Saulitis";"exp1";7;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
129;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_8";"J_Saulitis";"exp1";8;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;15;"1"
130;2023;20230627;"6407_6";6407;"rez";"23_6407_6_b";"23_6407_6";"23_6407_6_b_9";"J_Saulitis";"exp1";9;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"71";"634.59198";"635";-5;"23";"23";"18";"very_bad";"na";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
131;2023;20230627;"6407_7";6407;"rez";"23_6407_7_b";"23_6407_7";"23_6407_7_b_1";"J_Saulitis";"exp1";1;"Ekofarmtek_SIA";"basic_ZP";"Participant";"meadow";"na";"na";"no";"na";"s";"DAP";"57";"509.2409973";"509";-15;"16.5";"16.5";"1.5";"very_bad";"na";4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;"1"
